mesh_idx,mesh_id,model_key,model_name,modality,mean_iou,mean_dice,iou_view_0,iou_view_1,iou_view_2,iou_view_3,iou_view_4,iou_view_5,iou_view_6,iou_view_7,iou_view_8,iou_view_9,iou_view_10,iou_view_11,dice_view_0,dice_view_1,dice_view_2,dice_view_3,dice_view_4,dice_view_5,dice_view_6,dice_view_7,dice_view_8,dice_view_9,dice_view_10,dice_view_11
181,ed24b6e27921449f935509d9f3da043f,orig_matte,Orig mem + Matte,matte,0.5954030280311903,0.6707626606027285,0.9761931300163269,0.8755002021789551,0.82130366563797,0.5596683025360107,0.5164086818695068,0.5731931924819946,0.6655753254890442,0.5942406058311462,0.4869048595428467,0.3878512680530548,0.25690850615501404,0.4310885965824127,0.9877868294715881,0.9186629056930542,0.886790931224823,0.6568253040313721,0.6085017323493958,0.6669671535491943,0.7622183561325073,0.6824167966842651,0.5570216178894043,0.4549616575241089,0.3393753468990326,0.5276232957839966
181,ed24b6e27921449f935509d9f3da043f,angular_normal,Geo-aware mem + Normal,normal,0.5869405617316564,0.666825940211614,0.9763867855072021,0.7876440286636353,0.7543312311172485,0.5897471308708191,0.47545865178108215,0.6069692969322205,0.7663618922233582,0.6166664361953735,0.4221351742744446,0.35893890261650085,0.2410374879837036,0.44760972261428833,0.9878855347633362,0.8583161234855652,0.8368138074874878,0.6988524794578552,0.5683414936065674,0.7148725986480713,0.8442485928535461,0.7178575396537781,0.4914238750934601,0.4279577136039734,0.2952476441860199,0.560093879699707
181,ed24b6e27921449f935509d9f3da043f,angular_point,Geo-aware mem + Point,point,0.6844379131992658,0.7568656504154205,0.9763867855072021,0.8591863512992859,0.8598736524581909,0.7229514718055725,0.5697416067123413,0.7408121824264526,0.9135502576828003,0.6543493270874023,0.5833653211593628,0.47029250860214233,0.4618324339389801,0.4009130597114563,0.9878855347633362,0.9124735593795776,0.9203765392303467,0.8238006234169006,0.6591231822967529,0.8104836344718933,0.9532936811447144,0.764076828956604,0.6502435803413391,0.5316901206970215,0.5502117872238159,0.5187287330627441
181,ed24b6e27921449f935509d9f3da043f,angular_matte,Geo-aware mem + Matte,matte,0.6391268745064735,0.7184298038482666,0.9763867855072021,0.8772332668304443,0.8295683264732361,0.5593150854110718,0.48287349939346313,0.6433007717132568,0.7964152693748474,0.6802031993865967,0.5534226894378662,0.47545960545539856,0.3587774932384491,0.4365665018558502,0.9878855347633362,0.919516384601593,0.8961411118507385,0.6567971706390381,0.5704412460327148,0.7389782667160034,0.8781149983406067,0.7684580087661743,0.6333574652671814,0.5585157871246338,0.47930729389190674,0.5336443781852722
181,ed24b6e27921449f935509d9f3da043f,dual_orig_mem,Dual (Normal+Point) + Orig mem,dual,0.6438348715504011,0.7317623595396677,0.9763867855072021,0.8442381024360657,0.7853671908378601,0.742023766040802,0.5082036256790161,0.6388647556304932,0.7652136087417603,0.6788262724876404,0.49508118629455566,0.4345826208591461,0.4112926721572876,0.4459378719329834,0.9878855347633362,0.9041020274162292,0.8587652444839478,0.8375350832939148,0.6011063456535339,0.7472805380821228,0.8566192984580994,0.7919273972511292,0.5797207951545715,0.5428760051727295,0.5124071836471558,0.5609228610992432
181,ed24b6e27921449f935509d9f3da043f,dual_ang_mem,Dual (Normal+Point) + Geo-aware mem,dual,0.6560350308815638,0.7444946120182673,0.9763867855072021,0.8442381024360657,0.7853671908378601,0.742023766040802,0.5068017840385437,0.6447870135307312,0.7660826444625854,0.679452657699585,0.5278913974761963,0.48436057567596436,0.4426478147506714,0.4723806381225586,0.9878855347633362,0.9041020274162292,0.8587652444839478,0.8375350832939148,0.6017268300056458,0.75132817029953,0.8575714826583862,0.7943912148475647,0.6030800342559814,0.5903076529502869,0.5623050928115845,0.5849369764328003
39,3031b834ab514a0fb91e0fec151ed0ff,orig_normal,Orig mem + Normal,normal,0.6648135979970297,0.7201256901025772,0.9736875891685486,0.9298262596130371,0.9066616296768188,0.6103865504264832,0.5949898958206177,0.7701431512832642,0.7859432697296143,0.65619957447052,0.44267261028289795,0.3901868164539337,0.4246930181980133,0.4923728108406067,0.9864150285720825,0.9628138542175293,0.9486642479896545,0.655561089515686,0.6302475929260254,0.8467056751251221,0.8630050420761108,0.7467493414878845,0.5087799429893494,0.4890575408935547,0.45742976665496826,0.546079158782959
39,3031b834ab514a0fb91e0fec151ed0ff,orig_point,Orig mem + Point,point,0.6965138042966524,0.7589082568883896,0.9736875891685486,0.8745635151863098,0.7641024589538574,0.5875183343887329,0.6569963693618774,0.6931796073913574,0.7871613502502441,0.5952941179275513,0.4756588041782379,0.6757919788360596,0.5754897594451904,0.6987217664718628,0.9864150285720825,0.9299439191818237,0.847123384475708,0.6270118951797485,0.709412157535553,0.7937756776809692,0.8731048107147217,0.6899540424346924,0.5623095035552979,0.7480672001838684,0.600136935710907,0.7396445274353027
39,3031b834ab514a0fb91e0fec151ed0ff,orig_matte,Orig mem + Matte,matte,0.6838090394934019,0.7334551389018694,0.9736875891685486,0.8964571356773376,0.9107863903045654,0.6087843179702759,0.5867849588394165,0.6840913891792297,0.8075244426727295,0.5964367389678955,0.529822587966919,0.5565714240074158,0.47355911135673523,0.5812023878097534,0.9864150285720825,0.9429787397384644,0.9514355659484863,0.6556958556175232,0.6192628741264343,0.7681385278701782,0.8795444965362549,0.6935724020004272,0.6050109267234802,0.6060742139816284,0.48946478962898254,0.6038682460784912
39,3031b834ab514a0fb91e0fec151ed0ff,angular_normal,Geo-aware mem + Normal,normal,0.6732842276493708,0.7260068729519844,0.9736875891685486,0.931505024433136,0.906615674495697,0.6105784177780151,0.5936980247497559,0.7719399929046631,0.8246996402740479,0.6555781364440918,0.4461773633956909,0.4350922703742981,0.432697594165802,0.4971410036087036,0.9864150285720825,0.9637078046798706,0.9487162828445435,0.6556867361068726,0.6289820671081543,0.8480727672576904,0.8864189982414246,0.7461185455322266,0.5107635259628296,0.5174040794372559,0.47113659977912903,0.5486600399017334
